SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	HOURS	EDUC	AGE	ANNUAL_WAGE
2000	Employed,	QC	Female	179	No	15	35	Some PS	30-44	27300
2000	Employed,	AB	Male	2	No	9	40	HS Dropout	30-44	18720
2000	Employed,	ON	Male	49	No	29.26	46	HS Grad	30-44	69989.92
2000	Employed,	ON	Male	101	NA	NA	22.5	HS Grad	45-59	NA
2000	Employed,	AB	Female	82	NA	NA	4	Some PS	30-44	NA
2000	Employed,	ON	Male	35	No	18.1	42.5	HS Grad	30-44	40001
2000	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
2000	Employed,	ON	Female	13	NA	NA	40	HS Dropout	15-29	NA
2000	Employed,	ON	Female	56	Yes	15.66	24	Some PS	15-29	19543.68
2000	Unemployed	QC	Male	NA	NA	NA	NA	HS Dropout	45-59	NA
2000	Unemployed	ON	Female	NA	NA	NA	NA	HS Grad	15-29	NA
2000	Employed,	ON	Male	240	No	43.27	40	Ba or More	45-59	90001.6
2000	Employed,	ON	Female	115	No	8.08	40	Some PS	30-44	16806.4
2000	Employed,	ON	Male	240	NA	NA	56	HS Grad	30-44	NA
2000	Employed,	QC	Female	47	Yes	14	36	Some PS	30-44	26208
2000	Employed,	AB	Female	115	No	8.31	50	HS Grad	30-44	21606
2000	Employed,	QC	Male	36	Yes	19.8	34	Some PS	15-29	35006.4
2000	Employed,	BC	Female	123	NA	NA	30	Ba or More	45-59	NA
2000	Employed,	QC	Male	237	No	29.33	40	Some PS	45-59	61006.4
2000	Employed,	QC	Female	240	No	13	40	HS Grad	30-44	27040
2000	Employed,	AB	Female	15	Yes	13.83	37	HS Grad	15-29	26608.92
2000	Employed,	AB	Male	36	No	9.07	37.5	HS Dropout	60+	17686.5
2000	Employed,	ON	Female	22	NA	NA	48	Some PS	30-44	NA
2000	Unemployed	ON	Female	NA	NA	NA	NA	HS Dropout	15-29	NA
2000	Employed,	ON	Male	63	NA	NA	50	HS Grad	30-44	NA
2000	Employed,	QC	Female	8	No	9.73	30	HS Dropout	30-44	15178.8
2000	Employed,	BC	Male	240	No	23.35	40	HS Grad	45-59	48568
2000	Employed,	ON	Female	106	No	17.85	20	Some PS	15-29	18564
2000	Employed,	QC	Female	135	NA	NA	60	HS Dropout	30-44	NA
2000	Employed,	BC	Female	92	No	12	40	HS Grad	45-59	24960
2000	Employed,	ON	Male	214	Yes	18.76	40	Some PS	30-44	39020.8
2000	Employed,	QC	Female	79	No	12.63	37	Some PS	15-29	24300.12
2000	Employed,	ON	Male	86	No	17.31	40	Some PS	30-44	36004.8
2000	Employed,	ON	Male	166	Yes	16	40	HS Dropout	45-59	33280
2000	Employed,	ON	Male	153	NA	NA	60	Ba or More	60+	NA
2000	Employed,	ON	Male	22	Yes	13	56	Ba or More	30-44	37856
2000	Employed,	ON	Female	90	NA	NA	5	HS Dropout	60+	NA
2000	Employed,	QC	Female	34	Yes	9.68	40	HS Dropout	30-44	20134.4
2000	Employed,	ON	Male	69	No	11	40	HS Grad	15-29	22880
2000	Employed,	ON	Female	6	No	9	30	HS Grad	30-44	14040
2000	Employed,	ON	Female	58	No	8.5	20	HS Dropout	45-59	8840
2000	Employed,	ON	Male	27	No	13.05	40	Some PS	15-29	27144
2000	Employed,	ON	Male	50	No	14	55	HS Dropout	30-44	40040
2000	Employed,	ON	Female	9	NA	NA	10	HS Grad	15-29	NA
2000	Employed,	QC	Male	132	No	12.82	30	Ba or More	60+	19999.2
2000	Employed,	ON	Female	22	Yes	10.49	30	Some PS	45-59	16364.4
2000	Employed,	BC	Female	27	Yes	16.81	37.5	Ba or More	15-29	32779.5
2000	Employed,	QC	Female	91	No	7.4	24	Some PS	45-59	9235.2
2000	Employed,	AB	Male	4	No	9	40	HS Dropout	45-59	18720
2000	Employed,	ON	Male	94	No	22	48	Some PS	15-29	54912
2000	Employed,	ON	Male	11	No	14	55	HS Dropout	45-59	40040
2000	Employed,	QC	Female	17	No	8.55	40	HS Grad	30-44	17784
2000	Unemployed	QC	Female	NA	NA	NA	NA	Ba or More	45-59	NA
2000	Employed,	ON	Female	137	NA	NA	55	HS Grad	45-59	NA
2000	Employed,	BC	Male	99	No	12.82	45	HS Grad	30-44	29998.8
2000	Employed,	ON	Male	240	Yes	21.73	37	HS Grad	30-44	41808.52
2000	Unemployed	ON	Female	NA	NA	NA	NA	Some PS	15-29	NA
2000	Employed,	ON	Female	6	No	8.5	50	Some PS	15-29	22100
2000	Employed,	BC	Male	222	No	26.92	40	Some PS	30-44	55993.6
2000	Employed,	AB	Male	35	No	25.64	37.5	Ba or More	30-44	49998
2000	Employed,	ON	Female	78	No	15	40	Some PS	45-59	31200
2000	Employed,	AB	Male	1	Yes	25.91	40	HS Grad	30-44	53892.8
2000	Employed,	ON	Female	14	Yes	8.55	8	HS Grad	30-44	3556.8
2000	Unemployed	ON	Male	NA	NA	NA	NA	Some PS	15-29	NA
2000	Employed,	ON	Male	78	Yes	27.63	40	Some PS	30-44	57470.4
2000	Employed,	ON	Male	19	No	6.5	12	HS Dropout	15-29	4056
2000	Employed,	ON	Female	137	No	19.23	50	HS Grad	45-59	49998
2000	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	15-29	NA
2000	Employed,	ON	Male	240	Yes	17	37	HS Dropout	60+	32708
2000	Employed,	BC	Female	81	No	11.46	20	Some PS	45-59	11918.4
2000	Employed,	AB	Male	115	No	29	40	Some PS	30-44	60320
2000	Employed,	QC	Male	240	Yes	17.75	40	HS Dropout	30-44	36920
2000	Unemployed	QC	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
2000	Employed,	QC	Female	139	Yes	14	40	Some PS	30-44	29120
2000	Employed,	ON	Female	39	No	20.51	37.5	Some PS	30-44	39994.5
2000	Employed,	QC	Female	38	No	8	40	HS Dropout	15-29	16640
2000	Employed,	ON	Female	94	NA	NA	7	HS Dropout	30-44	NA
2000	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
2000	Employed,	ON	Male	23	No	13.35	65	Some PS	15-29	45123
2000	Employed,	BC	Male	141	NA	NA	40	HS Grad	30-44	NA
2000	Employed,	QC	Female	11	No	8	14	Some PS	15-29	5824
2000	Employed,	QC	Female	67	NA	NA	5	Some PS	45-59	NA
2000	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	45-59	NA
2000	Employed,	ON	Male	95	Yes	24.04	40	Ba or More	30-44	50003.2
2000	Employed,	ON	Male	57	No	11.55	45	HS Dropout	30-44	27027
2000	Employed,	BC	Male	3	NA	NA	80	Some PS	45-59	NA
2000	Employed,	QC	Female	132	No	9	40	HS Dropout	45-59	18720
2000	Employed,	ON	Male	6	No	6.85	7	HS Dropout	15-29	2493.4
2000	Employed,	ON	Female	83	No	9	35	Some PS	45-59	16380
2000	Employed,	AB	Male	31	No	19.58	55	Some PS	30-44	55998.8
2000	Employed,	QC	Female	78	NA	NA	60	HS Grad	30-44	NA
2000	Employed,	QC	Male	240	NA	NA	30	Some PS	30-44	NA
2000	Employed,	QC	Female	23	No	7	22	Some PS	15-29	8008
2000	Employed,	QC	Male	115	Yes	11.76	40	HS Dropout	30-44	24460.8
2000	Employed,	AB	Female	7	No	14.42	40	HS Grad	30-44	29993.6
2000	Employed,	QC	Male	13	Yes	8	40	HS Grad	15-29	16640
2000	Employed,	QC	Female	6	No	17.95	37.5	Ba or More	15-29	35002.5
2000	Employed,	ON	Male	3	No	15	30	HS Dropout	30-44	23400
2000	Employed,	ON	Female	240	NA	NA	24	Some PS	30-44	NA
2000	Employed,	ON	Female	16	No	26.44	40	Ba or More	15-29	54995.2
2000	Employed,	QC	Female	118	Yes	11	26	HS Dropout	30-44	14872
2000	Employed,	ON	Female	10	No	6.85	18	Some PS	15-29	6411.6
2000	Employed,	QC	Male	10	No	6.9	30	HS Dropout	15-29	10764
2000	Employed,	BC	Male	240	No	45.25	34	Some PS	45-59	80002
2000	Employed,	ON	Male	3	No	19.23	40	Some PS	30-44	39998.4
2000	Employed,	AB	Male	33	No	8	20	HS Dropout	30-44	8320
2000	Employed,	ON	Male	6	No	20	40	Some PS	45-59	41600
2000	Employed,	ON	Female	3	No	14	30	Some PS	45-59	21840
2000	Employed,	QC	Male	36	Yes	25.18	40	Some PS	30-44	52374.4
2000	Employed,	ON	Female	10	Yes	15.6	40	Some PS	30-44	32448
2000	Employed,	QC	Male	143	No	18.66	41	Some PS	45-59	39783.12
2000	Employed,	ON	Male	66	No	30.77	37.5	Ba or More	30-44	60001.5
2000	Unemployed	ON	Male	NA	NA	NA	NA	Ba or More	30-44	NA
2000	Employed,	QC	Female	22	No	7	40	HS Grad	30-44	14560
2000	Employed,	ON	Male	112	NA	NA	30	Some PS	15-29	NA
2000	Employed,	ON	Male	240	No	14.9	42	HS Grad	45-59	32541.6
2000	Employed,	QC	Female	10	No	10	35	Some PS	30-44	18200
2000	Employed,	ON	Female	19	No	19.23	40	Ba or More	15-29	39998.4
2000	Employed,	QC	Male	2	No	10	40	Some PS	45-59	20800
2000	Employed,	ON	Female	62	No	15	30	Some PS	30-44	23400
2000	Employed,	ON	Female	240	No	17.12	20	Some PS	45-59	17804.8
2000	Employed,	QC	Female	240	Yes	14.84	35	Some PS	45-59	27008.8
2000	Employed,	ON	Male	240	No	17.48	37.5	HS Dropout	45-59	34086
2000	Employed,	QC	Female	103	Yes	17.03	35	Some PS	30-44	30994.6
2000	Employed,	BC	Male	63	NA	NA	60	HS Grad	30-44	NA
2000	Employed,	QC	Female	10	NA	NA	2.5	Some PS	30-44	NA
2000	Employed,	ON	Male	30	No	23.5	40	HS Grad	30-44	48880
2000	Employed,	BC	Male	12	No	23.37	40	Some PS	15-29	48609.6
2000	Employed,	ON	Male	93	No	35.34	37	Ba or More	30-44	67994.16
2000	Employed,	QC	Male	2	No	8.5	75	Some PS	30-44	33150
2000	Employed,	QC	Male	7	No	12	40	Some PS	30-44	24960
2000	Employed,	AB	Female	95	NA	NA	30	HS Grad	30-44	NA
2000	Employed,	ON	Female	30	No	7	25	HS Grad	15-29	9100
2000	Employed,	ON	Male	159	NA	NA	50	Ba or More	30-44	NA
2000	Employed,	QC	Male	19	NA	NA	40	Ba or More	45-59	NA
2000	Employed,	BC	Female	13	No	8	10	Some PS	15-29	4160
2000	Employed,	ON	Female	2	Yes	6.3	10	Some PS	30-44	3276
2000	Employed,	AB	Female	7	Yes	13.43	25	Some PS	15-29	17459
2000	Employed,	QC	Male	240	Yes	22.8	40	HS Dropout	30-44	47424
2000	Employed,	QC	Male	128	Yes	20	40	HS Grad	45-59	41600
2000	Employed,	QC	Female	121	No	11.43	15	Some PS	30-44	8915.4
2000	Employed,	BC	Female	240	No	12	37.5	Some PS	30-44	23400
2000	Employed,	BC	Male	240	NA	NA	50	Some PS	60+	NA
2000	Employed,	AB	Female	10	No	8	35	HS Grad	45-59	14560
2000	Unemployed	QC	Male	NA	NA	NA	NA	HS Dropout	45-59	NA
2000	Employed,	ON	Male	28	No	55	40	Some PS	45-59	114400
2000	Employed,	ON	Female	19	Yes	10	30	HS Grad	60+	15600
2000	Employed,	QC	Male	103	Yes	11.49	40	Some PS	30-44	23899.2
2000	Employed,	ON	Male	16	No	7.5	15	HS Grad	15-29	5850
2000	Employed,	QC	Female	34	Yes	12.92	40	HS Grad	15-29	26873.6
2000	Employed,	AB	Female	10	Yes	15.87	40	Some PS	15-29	33009.6
2000	Employed,	ON	Male	8	No	7	8	HS Dropout	15-29	2912
2000	Employed,	QC	Male	4	No	11	40	Some PS	15-29	22880
2000	Employed,	ON	Female	22	No	10	30	Some PS	15-29	15600
2000	Employed,	QC	Female	3	No	11	18	Some PS	45-59	10296
2000	Employed,	ON	Male	3	No	10.66	38	Some PS	15-29	21064.16
2000	Employed,	ON	Male	113	Yes	15.9	37.5	HS Dropout	45-59	31005
2000	Employed,	ON	Female	214	No	11	40	Some PS	45-59	22880
2000	Employed,	QC	Male	87	Yes	7	36	Some PS	30-44	13104
2000	Employed,	ON	Male	11	No	11.44	35	Some PS	15-29	20820.8
2000	Employed,	BC	Male	18	No	17.03	35	Ba or More	30-44	30994.6
2000	Employed,	BC	Female	214	Yes	21	40	HS Dropout	45-59	43680
2000	Employed,	QC	Female	87	No	19.78	35	Ba or More	30-44	35999.6
2000	Employed,	QC	Male	94	Yes	11.9	43	HS Grad	45-59	26608.4
2000	Employed,	QC	Female	5	Yes	6.9	40	HS Grad	30-44	14352
2000	Employed,	ON	Male	10	No	6.5	8	HS Dropout	15-29	2704
2000	Employed,	QC	Female	2	No	12	37.5	Some PS	15-29	23400
2000	Employed,	QC	Female	92	No	7.2	36	HS Grad	15-29	13478.4
2000	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
2000	Employed,	ON	Female	74	No	6.77	26	Some PS	30-44	9153.04
2000	Employed,	AB	Male	169	NA	NA	40	Ba or More	60+	NA
2000	Employed,	AB	Male	195	NA	NA	6	Ba or More	60+	NA
2000	Employed,	ON	Female	21	No	6.85	40	HS Grad	30-44	14248
2000	Employed,	BC	Male	21	NA	NA	50	HS Dropout	30-44	NA
2000	Employed,	QC	Male	75	NA	NA	35	Some PS	45-59	NA
2000	Employed,	QC	Male	240	Yes	41.88	36.3	HS Grad	45-59	79052.688
2000	Employed,	QC	Female	113	No	8.6	35	HS Grad	45-59	15652
2000	Employed,	ON	Male	6	No	14	40	Some PS	15-29	29120
2000	Employed,	ON	Male	12	Yes	25	40	Some PS	45-59	52000
2000	Employed,	BC	Male	31	No	7.15	16	HS Dropout	15-29	5948.8
2000	Employed,	ON	Female	27	No	13	25	Some PS	45-59	16900
2000	Employed,	QC	Female	77	Yes	18.13	35	Ba or More	30-44	32996.6
2000	Employed,	QC	Female	6	No	7	40	HS Dropout	45-59	14560
2000	Employed,	BC	Female	41	No	10.15	40	Some PS	45-59	21112
2000	Employed,	ON	Male	240	Yes	29.33	40	Some PS	45-59	61006.4
2000	Employed,	QC	Female	146	Yes	12	37.5	Some PS	30-44	23400
2000	Employed,	ON	Male	14	NA	NA	60	HS Dropout	30-44	NA
2000	Employed,	ON	Male	38	No	18.31	37.5	Ba or More	30-44	35704.5
2000	Employed,	QC	Female	95	Yes	24.93	27	Ba or More	30-44	35001.72
2000	Employed,	AB	Male	240	NA	NA	50	Some PS	30-44	NA
2000	Employed,	AB	Male	9	No	19	40	Some PS	15-29	39520
2000	Employed,	ON	Male	240	Yes	17.04	40	Some PS	30-44	35443.2
2000	Employed,	ON	Female	45	No	15	40	Some PS	30-44	31200
2000	Employed,	ON	Male	197	No	15	37.5	Some PS	30-44	29250
2000	Employed,	AB	Female	132	No	12.17	6.5	Some PS	30-44	4113.46
2000	Unemployed	QC	Female	NA	NA	NA	NA	Some PS	15-29	NA
2000	Employed,	ON	Male	8	Yes	16.6	40	HS Grad	30-44	34528
2000	Employed,	QC	Female	4	No	19.53	32.5	Ba or More	15-29	33005.7
2000	Employed,	AB	Female	1	No	15	18	Ba or More	30-44	14040
2000	Unemployed	QC	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
2000	Employed,	AB	Female	175	No	12	8	HS Grad	45-59	4992
2000	Employed,	ON	Female	14	No	8	37.5	HS Grad	30-44	15600
2000	Employed,	BC	Female	240	No	17.85	40	HS Grad	30-44	37128
2000	Employed,	QC	Male	240	Yes	32.54	32.5	Ba or More	45-59	54992.6
2000	Employed,	ON	Male	240	NA	NA	40	Some PS	60+	NA
2000	Employed,	ON	Male	11	No	15	40	HS Dropout	30-44	31200
2000	Employed,	ON	Female	19	Yes	12	37.5	Ba or More	15-29	23400
2000	Employed,	ON	Female	111	Yes	14	40	HS Grad	60+	29120
2000	Employed,	ON	Male	9	No	6.35	15	HS Dropout	15-29	4953
2000	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	45-59	NA
2000	Employed,	ON	Female	24	No	10.51	32	HS Grad	30-44	17488.64
2000	Employed,	ON	Male	22	Yes	14	40	HS Grad	45-59	29120
2000	Employed,	AB	Female	8	Yes	12.76	38	Some PS	30-44	25213.76
2000	Employed,	QC	Female	13	No	12.02	40	Some PS	15-29	25001.6
2000	Employed,	ON	Female	30	No	24.9	14	Ba or More	30-44	18127.2
2000	Employed,	QC	Male	20	No	8	25	Ba or More	30-44	10400
2000	Employed,	BC	Female	33	No	7.2	4	Some PS	15-29	1497.6
2000	Employed,	BC	Male	34	Yes	23.99	40	Some PS	30-44	49899.2
2000	Employed,	QC	Male	47	No	33.65	40	Some PS	45-59	69992
2000	Employed,	AB	Male	22	NA	NA	36	Some PS	30-44	NA
2000	Employed,	BC	Male	52	No	19.04	40	Ba or More	30-44	39603.2
2000	Employed,	AB	Female	115	Yes	25.64	37.5	Ba or More	30-44	49998
2000	Employed,	QC	Male	46	Yes	15.85	40	Some PS	15-29	32968
2000	Employed,	ON	Male	47	NA	NA	45	Some PS	30-44	NA
2000	Employed,	ON	Male	25	No	11	40	Ba or More	45-59	22880
2000	Employed,	BC	Male	65	No	36.06	40	Some PS	30-44	75004.8
2000	Employed,	BC	Male	4	No	14	40	HS Grad	30-44	29120
2000	Employed,	ON	Male	67	NA	NA	75	Ba or More	30-44	NA
2000	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	45-59	NA
2000	Employed,	AB	Female	7	NA	NA	2	Ba or More	15-29	NA
2000	Employed,	ON	Female	66	No	11	35	HS Grad	45-59	20020
2000	Employed,	BC	Male	59	Yes	11.25	40	Ba or More	30-44	23400
2000	Employed,	ON	Female	106	No	9	40	HS Dropout	30-44	18720
2000	Employed,	ON	Male	174	No	16	40	HS Grad	30-44	33280
2000	Employed,	ON	Female	15	No	11.14	40	HS Grad	45-59	23171.2
2000	Employed,	ON	Male	37	No	21	45	Some PS	30-44	49140
2000	Employed,	QC	Female	108	Yes	11.65	35	HS Grad	30-44	21203
2000	Employed,	BC	Female	240	Yes	25.5	40	Some PS	30-44	53040
2000	Unemployed	AB	Male	NA	NA	NA	NA	HS Grad	15-29	NA
2000	Unemployed	AB	Female	NA	NA	NA	NA	HS Grad	15-29	NA
2000	Employed,	BC	Male	240	No	18	40	HS Grad	45-59	37440
2000	Employed,	ON	Female	7	No	20	15	Some PS	30-44	15600
2000	Employed,	BC	Female	78	No	16.83	40	Some PS	30-44	35006.4
2000	Employed,	ON	Male	6	No	7	10	Ba or More	45-59	3640
2000	Employed,	BC	Female	18	Yes	9.07	35	Some PS	45-59	16507.4
2000	Employed,	QC	Male	240	Yes	17.42	37.5	HS Dropout	45-59	33969
2000	Employed,	ON	Female	74	Yes	26.44	40	Some PS	30-44	54995.2
2000	Employed,	QC	Female	194	Yes	8.06	32.5	Some PS	45-59	13621.4
2000	Unemployed	ON	Female	NA	NA	NA	NA	HS Grad	30-44	NA
2000	Employed,	ON	Male	71	NA	NA	40	Some PS	45-59	NA
2000	Employed,	ON	Female	3	No	32.05	60	Ba or More	45-59	99996
2000	Employed,	QC	Male	94	No	31.87	40	HS Grad	30-44	66289.6
2000	Employed,	AB	Male	62	NA	NA	40	HS Grad	30-44	NA
2000	Employed,	QC	Male	27	No	7.08	60	HS Dropout	15-29	22089.6
2000	Employed,	QC	Female	3	Yes	34.87	36	Ba or More	30-44	65276.64
2000	Employed,	ON	Female	17	No	13.05	5	Some PS	15-29	3393
2000	Employed,	ON	Male	7	No	61.54	37.5	Ba or More	30-44	120003
2000	Employed,	QC	Male	24	NA	NA	50	Some PS	30-44	NA
2000	Employed,	ON	Male	194	NA	NA	40	Some PS	45-59	NA
2000	Employed,	QC	Male	45	No	25	40	Ba or More	30-44	52000
2000	Employed,	ON	Female	8	NA	NA	30	Some PS	30-44	NA
2000	Employed,	QC	Female	1	No	7	22	HS Grad	15-29	8008
2000	Employed,	ON	Male	13	Yes	14	40	HS Grad	30-44	29120
2000	Employed,	AB	Female	96	No	7.35	18	Some PS	45-59	6879.6
2000	Employed,	AB	Male	129	No	26.81	42	Some PS	30-44	58553.04
2000	Employed,	ON	Male	240	Yes	25	40	HS Grad	30-44	52000
2000	Employed,	AB	Female	24	No	10	30	Some PS	15-29	15600
2000	Employed,	ON	Female	25	NA	NA	40	HS Grad	45-59	NA
2000	Employed,	QC	Female	239	No	8	8	HS Grad	45-59	3328
2000	Employed,	ON	Female	7	No	6.85	40	HS Dropout	15-29	14248
2000	Employed,	BC	Female	10	NA	NA	40	HS Dropout	30-44	NA
2000	Employed,	ON	Male	142	NA	NA	40	Some PS	45-59	NA
2000	Employed,	QC	Female	157	Yes	11.54	40	HS Dropout	30-44	24003.2
2000	Employed,	QC	Female	95	Yes	14	33	HS Dropout	30-44	24024
2000	Employed,	QC	Male	197	Yes	16.97	40	HS Grad	30-44	35297.6
2000	Employed,	QC	Female	133	Yes	15	35	Some PS	30-44	27300
2000	Unemployed	ON	Female	NA	NA	NA	NA	HS Grad	15-29	NA
2000	Employed,	ON	Female	6	No	19.23	40	Some PS	30-44	39998.4
2000	Employed,	QC	Male	115	No	12.32	50	HS Dropout	45-59	32032
2000	Employed,	ON	Male	240	No	5.31	40	HS Dropout	60+	11044.8
2000	Employed,	ON	Male	240	NA	NA	40	Ba or More	45-59	NA
2000	Employed,	BC	Female	47	No	21.54	37.5	HS Dropout	30-44	42003
2000	Employed,	ON	Male	239	Yes	22.84	40	Ba or More	45-59	47507.2
2000	Employed,	ON	Male	11	No	11.85	40	HS Grad	15-29	24648
2000	Employed,	BC	Female	66	NA	NA	30	HS Dropout	60+	NA
2000	Employed,	ON	Male	240	Yes	19.78	40	Some PS	30-44	41142.4
2000	Employed,	ON	Male	6	No	14.17	10	Ba or More	15-29	7368.4
2000	Employed,	ON	Female	36	No	18	40	HS Grad	45-59	37440
2000	Employed,	BC	Male	240	NA	NA	45	HS Dropout	60+	NA
2000	Employed,	ON	Female	8	NA	NA	30	Some PS	30-44	NA
2000	Unemployed	QC	Male	NA	NA	NA	NA	Some PS	15-29	NA
2000	Employed,	QC	Female	34	NA	NA	37	Some PS	15-29	NA
2000	Employed,	ON	Male	19	No	20.1	40	HS Grad	15-29	41808
2000	Employed,	QC	Female	3	No	14	25	Some PS	15-29	18200
2000	Employed,	ON	Male	28	Yes	16	40	HS Dropout	15-29	33280
2000	Employed,	QC	Female	43	No	13	24	Some PS	45-59	16224
2000	Employed,	ON	Female	4	No	10.6	36	Some PS	15-29	19843.2
2000	Employed,	AB	Female	56	No	7.25	30	HS Grad	45-59	11310
2000	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	30-44	NA
2000	Employed,	AB	Male	43	No	25.38	40	Some PS	30-44	52790.4
2000	Employed,	ON	Female	1	No	6.5	10	Some PS	15-29	3380
2000	Employed,	ON	Male	20	No	22	37.5	HS Grad	15-29	42900
2000	Employed,	BC	Female	102	Yes	26	25.5	Some PS	45-59	34476
2000	Employed,	QC	Male	118	No	14.42	40	HS Dropout	45-59	29993.6
2000	Employed,	AB	Female	35	NA	NA	45	Some PS	30-44	NA
2000	Employed,	BC	Male	70	No	12	40	HS Dropout	30-44	24960
2000	Employed,	ON	Female	87	NA	NA	3	Some PS	15-29	NA
2000	Employed,	QC	Female	57	No	11.7	30	HS Grad	15-29	18252
2000	Employed,	AB	Male	3	No	10	40	Some PS	15-29	20800
2000	Employed,	ON	Male	211	NA	NA	40	Ba or More	30-44	NA
2000	Employed,	BC	Male	9	No	7.15	28	HS Grad	15-29	10410.4
2000	Employed,	ON	Male	6	No	9	40	HS Grad	30-44	18720
2000	Employed,	BC	Female	56	Yes	13.85	37.5	HS Grad	30-44	27007.5
2000	Employed,	AB	Male	184	No	22.19	65	Some PS	30-44	75002.2
2000	Employed,	ON	Male	54	NA	NA	40	HS Dropout	45-59	NA
2000	Employed,	BC	Female	94	No	19	37.5	Ba or More	30-44	37050
2000	Employed,	ON	Male	240	Yes	19.62	10	Ba or More	45-59	10202.4
2000	Unemployed	ON	Female	NA	NA	NA	NA	HS Dropout	30-44	NA
2000	Employed,	ON	Female	67	Yes	34.62	15	Ba or More	30-44	27003.6
2000	Unemployed	ON	Male	NA	NA	NA	NA	HS Grad	15-29	NA
2000	Employed,	QC	Female	27	Yes	30.77	35	HS Grad	45-59	56001.4
2000	Employed,	QC	Female	72	NA	NA	40	Some PS	15-29	NA
2000	Employed,	ON	Female	5	No	7.25	23	Some PS	15-29	8671
2000	Employed,	ON	Female	7	No	7	40	HS Grad	30-44	14560
2000	Employed,	AB	Male	57	NA	NA	30	Some PS	60+	NA
2000	Employed,	QC	Female	83	No	15	30	HS Grad	15-29	23400
2000	Employed,	QC	Male	3	Yes	12.5	37.5	Ba or More	30-44	24375
2000	Employed,	ON	Male	140	NA	NA	50	HS Grad	30-44	NA
2000	Employed,	QC	Male	167	Yes	12.43	34	Some PS	45-59	21976.24
2000	Employed,	ON	Male	171	Yes	28.23	40	Some PS	30-44	58718.4
2000	Unemployed	AB	Male	NA	NA	NA	NA	HS Dropout	15-29	NA
2000	Employed,	ON	Female	226	Yes	13	35	HS Grad	30-44	23660
2000	Employed,	QC	Male	27	Yes	14	37.5	Some PS	15-29	27300
2000	Employed,	ON	Female	9	No	8	17	Some PS	30-44	7072
2000	Employed,	BC	Male	189	No	48.08	40	Some PS	30-44	100006.4
2000	Employed,	ON	Female	35	No	18.97	37.5	Ba or More	15-29	36991.5
2000	Employed,	QC	Female	113	No	28.21	40	Some PS	30-44	58676.8
2000	Employed,	BC	Male	7	No	27.47	38.5	Ba or More	30-44	54994.94
2000	Employed,	ON	Female	108	No	20	40	Some PS	30-44	41600
2000	Employed,	QC	Male	190	No	12.81	40	Some PS	45-59	26644.8
2000	Unemployed	BC	Male	NA	NA	NA	NA	Some PS	30-44	NA
2000	Employed,	AB	Male	37	No	12.63	40	HS Grad	30-44	26270.4
2000	Employed,	ON	Male	4	No	10	40	Ba or More	45-59	20800
2000	Employed,	AB	Male	9	No	27.12	40	HS Grad	30-44	56409.6
2000	Employed,	ON	Male	41	No	27	40	Some PS	30-44	56160
2000	Employed,	QC	Male	117	Yes	15.65	40	HS Dropout	30-44	32552
2000	Employed,	AB	Male	70	No	20.33	40	Some PS	30-44	42286.4
2000	Employed,	QC	Male	240	Yes	17	40	HS Dropout	30-44	35360
2000	Employed,	BC	Female	236	Yes	15.5	40	Ba or More	45-59	32240
2000	Employed,	QC	Male	179	No	24.04	40	HS Grad	45-59	50003.2
2000	Employed,	QC	Female	3	No	10.15	40	HS Dropout	45-59	21112
2000	Employed,	ON	Female	240	Yes	18.97	37.5	HS Grad	45-59	36991.5
2000	Employed,	ON	Female	41	No	20	40	Ba or More	15-29	41600
2000	Employed,	AB	Male	2	No	17	44	Some PS	15-29	38896
2000	Employed,	BC	Female	18	Yes	11	40	HS Dropout	15-29	22880
2000	Employed,	BC	Female	171	No	28.85	40	Ba or More	45-59	60008
2000	Employed,	QC	Male	71	NA	NA	50	Some PS	30-44	NA
2000	Employed,	QC	Female	15	No	6.9	6	Some PS	15-29	2152.8
2000	Unemployed	QC	Female	NA	NA	NA	NA	Some PS	30-44	NA
2000	Employed,	ON	Male	240	Yes	32	35	Some PS	30-44	58240
2000	Employed,	QC	Male	10	No	19.23	40	HS Grad	30-44	39998.4
2000	Employed,	AB	Female	27	No	5.9	15	Some PS	15-29	4602
2000	Employed,	ON	Female	104	Yes	26.37	35	Ba or More	30-44	47993.4
2000	Employed,	QC	Male	51	No	23.08	40	HS Grad	45-59	48006.4
2000	Employed,	QC	Male	13	No	8.5	27	Some PS	15-29	11934
2000	Employed,	ON	Female	10	No	7.2	10	HS Dropout	30-44	3744
2000	Employed,	QC	Male	94	Yes	18	40	HS Grad	45-59	37440
2000	Unemployed	ON	Male	NA	NA	NA	NA	HS Dropout	45-59	NA
2000	Unemployed	QC	Female	NA	NA	NA	NA	HS Dropout	45-59	NA
